CB Link ID,Boro,Community Board,Latitude,Longitude,Link Installation Status,Smallest PPT,Street Address,Kiosk Bearing,Boro ID,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Location
LINK-000513,Manhattan,104,40.753642999999997,-73.992564999999999,A - Link Live,108109,523 8 Avenue,100 E,NY-MN,mn-04-108109,4/12/16,03/24/2016,"(40.753642999999997, -73.992564999999999)"
LINK-000516,Manhattan,105,40.754170999999999,-73.991871000000003,A - Link Live,108433,550 8 Avenue,334 NW,NY-MN,mn-05-108433,4/6/16,03/12/2016,"(40.754170999999999, -73.991871000000003)"
LINK-000518,Manhattan,104,40.754668000000002,-73.991821000000002,A - Link Live,122565,557 8 Avenue,125 SE,NY-MN,mn-04-122565,5/12/16,04/30/2016,"(40.754668000000002, -73.991821000000002)"
LINK-000522,Manhattan,104,40.755282999999999,-73.991376000000002,A - Link Live,122078,589 8 Avenue,78 E,NY-MN,mn-04-122078,4/11/16,03/06/2016,"(40.755282999999999, -73.991376000000002)"
LINK-000524,Manhattan,104,40.755499999999998,-73.991425000000007,A - Link Live,136982,601 8 Avenue,203 S,NY-MN,mn-04-136982,4/11/16,03/19/2016,"(40.755499999999998, -73.991425000000007)"
LINK-000525,Manhattan,104,40.755879,-73.990934999999993,A - Link Live,122075,615 8 Avenue,71 E,NY-MN,mn-04-122075,4/11/16,03/12/2016,"(40.755879, -73.990934999999993)"
LINK-000527,Manhattan,104,40.758668,-73.988905000000003,A - Link Live,142001,701 8 Avenue,85 E,NY-MN,mn-04-142001,4/11/16,03/11/2016,"(40.758668, -73.988905000000003)"
LINK-000528,Manhattan,104,40.758831999999998,-73.988782,A - Link Live,108485,705 8 Avenue,35 NE,NY-MN,mn-04-108485,4/11/16,03/11/2016,"(40.758831999999998, -73.988782)"
LINK-000529,Manhattan,104,40.759109000000002,-73.988585,A - Link Live,122583,713 8 Avenue,57 NE,NY-MN,mn-04-122583,4/11/16,03/11/2016,"(40.759109000000002, -73.988585)"
LINK-000531,Manhattan,105,40.759220999999997,-73.988185999999999,A - Link Live,122092,724 8 Avenue,310 NW,NY-MN,mn-05-122092,4/6/16,03/12/2016,"(40.759220999999997, -73.988185999999999)"
LINK-000532,Manhattan,102,40.739671999999999,-74.002747999999997,A - Link Live,123540,75 8 Avenue,195 S,NY-MN,mn-02-123540,4/15/16,03/11/2016,"(40.739671999999999, -74.002747999999997)"
LINK-000533,Manhattan,104,40.761069999999997,-73.987253999999993,A - Link Live,108148,787 8 Avenue,28 NE,NY-MN,mn-04-108148,4/15/16,03/06/2016,"(40.761069999999997, -73.987253999999993)"
LINK-000535,Manhattan,105,40.761094,-73.986828000000003,A - Link Live,122586,790 8 Avenue,298 NW,NY-MN,mn-05-122586,4/12/16,03/24/2016,"(40.761094, -73.986828000000003)"
LINK-000537,Manhattan,104,40.739846,-74.002305000000007,A - Link Live,122299,80 8 Avenue,324 NW,NY-MN,mn-04-122299,4/7/16,03/29/2016,"(40.739846, -74.002305000000007)"
LINK-000538,Manhattan,104,40.739722,-74.002213999999995,A - Link Live,123541,80 8 Avenue,286 W,NY-MN,mn-04-123541,4/7/16,03/11/2016,"(40.739722, -74.002213999999995)"
LINK-000539,Manhattan,104,40.762247000000002,-73.986294999999998,A - Link Live,122595,825 8 Avenue,69 E,NY-MN,mn-04-122595,4/27/16,03/06/2016,"(40.762247000000002, -73.986294999999998)"
LINK-000540,Manhattan,105,40.762151000000003,-73.986052000000001,A - Link Live,139462,828 8 Avenue,267 W,NY-MN,mn-05-139462,4/6/16,03/06/2016,"(40.762151000000003, -73.986052000000001)"
LINK-000541,Manhattan,105,40.762331000000003,-73.985923,A - Link Live,122593,830 8 Avenue,321 NW,NY-MN,mn-05-122593,4/27/16,04/16/2016,"(40.762331000000003, -73.985923)"
LINK-000549,Manhattan,104,40.764338000000002,-73.984767000000005,A - Link Live,122620,891 8 Avenue,22 NE,NY-MN,mn-04-122620,4/27/16,04/16/2016,"(40.764338000000002, -73.984767000000005)"
LINK-000550,Manhattan,105,40.764645999999999,-73.984228999999999,A - Link Live,122615,900 8 Avenue,308 NW,NY-MN,mn-05-122615,4/1/16,03/18/2016,"(40.764645999999999, -73.984228999999999)"
LINK-000551,Manhattan,105,40.764212000000001,-73.984544,A - Link Live,139461,900 8 Avenue,286 W,NY-MN,mn-05-139461,5/26/16,04/30/2016,"(40.764212000000001, -73.984544)"
LINK-000552,Manhattan,104,40.764744,-73.984470000000002,A - Link Live,139460,907 8 Avenue,99 E,NY-MN,mn-04-139460,4/15/16,03/10/2016,"(40.764744, -73.984470000000002)"
LINK-000553,Manhattan,105,40.764823,-73.984099000000001,A - Link Live,122619,910 8 Avenue,328 NW,NY-MN,mn-05-122619,3/30/16,03/10/2016,"(40.764823, -73.984099000000001)"
LINK-000554,Manhattan,104,40.764933999999997,-73.984335999999999,A - Link Live,122616,911 8 Avenue,88 E,NY-MN,mn-04-122616,4/15/16,03/06/2016,"(40.764933999999997, -73.984335999999999)"
LINK-000555,Manhattan,105,40.765521999999997,-73.983592999999999,A - Link Live,122627,932 8 Avenue,285 W,NY-MN,mn-05-122627,4/7/16,03/18/2016,"(40.765521999999997, -73.983592999999999)"
LINK-000556,Manhattan,104,40.765604000000003,-73.983852999999996,A - Link Live,122625,933 8 Avenue,128 SE,NY-MN,mn-04-122625,4/4/16,03/18/2016,"(40.765604000000003, -73.983852999999996)"
LINK-000558,Manhattan,104,40.766012000000003,-73.983548999999996,A - Link Live,122623,947 8 Avenue,221 SW,NY-MN,mn-04-122623,7/7/16,03/10/2016,"(40.766012000000003, -73.983548999999996)"
LINK-000560,Manhattan,104,40.760568999999997,-73.987528999999995,A - Link Live,139205,771 8 Avenue,49 NE,NY-MN,mn-04-139205,4/15/16,03/06/2016,"(40.760568999999997, -73.987528999999995)"
LINK-000562,Manhattan,104,40.759748000000002,-73.988118,A - Link Live,122579,300 West 46Th St,90 E,NY-MN,mn-04-122579,4/15/16,03/11/2016,"(40.759748000000002, -73.988118)"
LINK-000563,Manhattan,104,40.762431999999997,-73.986159000000001,A - Link Live,142000,301 8 Avenue,88 E,NY-MN,mn-04-142000,6/22/16,05/14/2016,"(40.762431999999997, -73.986159000000001)"
LINK-000566,Manhattan,105,40.760894999999998,-73.986835999999997,A - Link Live,142002,782 8 Avenue,28 NE,NY-MN,mn-05-142002,4/6/16,03/12/2016,"(40.760894999999998, -73.986835999999997)"
LINK-000567,Manhattan,104,40.761816000000003,-73.986605999999995,A - Link Live,122598,825 8 Avenue,168 S,NY-MN,mn-04-122598,4/27/16,03/18/2016,"(40.761816000000003, -73.986605999999995)"
LINK-000568,Manhattan,104,40.759937999999998,-73.987975000000006,A - Link Live,122580,739 8 Avenue,56 NE,NY-MN,mn-04-122580,7/20/16,07/13/2016,"(40.759937999999998, -73.987975000000006)"
LINK-000569,Manhattan,105,40.759653999999998,-73.987773000000004,A - Link Live,107819,740 8 Avenue,47 NE,NY-MN,mn-05-107819,4/6/16,03/12/2016,"(40.759653999999998, -73.987773000000004)"
LINK-000780,Queens,412,40.701827000000002,-73.807660999999996,A - Link Live,141535,147-05 Jamaica Ave,183 S,NY-QN,qu-12-141535,9/23/16,08/27/2016,"(40.701827000000002, -73.807660999999996)"
LINK-000781,Queens,412,40.701853,-73.806477000000001,A - Link Live,141534,148-07 Jamaica Ave,180 S,NY-QN,qu-12-141534,9/23/16,08/27/2016,"(40.701853, -73.806477000000001)"
LINK-000783,Queens,412,40.703452485340797,-73.8003521766246,A - Link Live,141547,90-50 Parsons Boulevard,151 SE,NY-QN,qu-12-141547,2/3/17,12/20/2016,"(40.703452485340797, -73.8003521766246)"
LINK-000784,Queens,412,40.704025999999999,-73.798693999999998,A - Link Live,141545,160-15 Jamaica Ave,134 SE,NY-QN,qu-12-141545,10/20/16,08/18/2016,"(40.704025999999999, -73.798693999999998)"
LINK-000785,Queens,412,40.703352000000002,-73.799923000000007,A - Link Live,141549,159-02 Jamaica Ave,339 N,NY-QN,qu-12-141549,9/23/16,08/18/2016,"(40.703352000000002, -73.799923000000007)"
LINK-000789,Queens,412,40.705835999999998,-73.793728000000002,A - Link Live,138109,166-02 Jamaica Ave,350 N,NY-QN,qu-12-138109,9/23/16,08/18/2016,"(40.705835999999998, -73.793728000000002)"
LINK-000791,Queens,412,40.705143,-73.795896999999997,A - Link Live,141540,163-33 Jamaica Ave,152 SE,NY-QN,qu-12-141540,11/30/16,08/27/2016,"(40.705143, -73.795896999999997)"
LINK-000793,Queens,412,40.705972000000003,-73.793786999999995,A - Link Live,141550,166-01 Jamaica Ave,144 SE,NY-QN,qu-12-141550,9/23/16,08/27/2016,"(40.705972000000003, -73.793786999999995)"
LINK-000794,Queens,412,40.702692999999996,-73.801991999999998,A - Link Live,142734,153-10 Jamaica Ave,335 NW,NY-QN,qu-12-142734,9/23/16,08/27/2016,"(40.702692999999996, -73.801991999999998)"
LINK-000797,Queens,412,40.703771000000003,-73.799345000000002,A - Link Live,144028,159-29 Jamaica Ave,148 SE,NY-QN,qu-12-144028,9/28/16,08/18/2016,"(40.703771000000003, -73.799345000000002)"
LINK-000798,Queens,412,40.703896,-73.799018000000004,A - Link Live,138097,160-05 Jamaica Ave,162 S,NY-QN,qu-12-138097,9/23/16,08/18/2016,"(40.703896, -73.799018000000004)"
LINK-000799,Queens,412,40.703927999999998,-73.798469999999995,A - Link Live,141542,161-02 Jamaica Ave,341 N,NY-QN,qu-12-141542,2/3/17,12/20/2016,"(40.703927999999998, -73.798469999999995)"
LINK-000801,Queens,412,40.704358999999997,-73.797867999999994,A - Link Live,141537,161-21 Jamaica Ave,147 SE,NY-QN,qu-12-141537,9/30/16,08/19/2016,"(40.704358999999997, -73.797867999999994)"
LINK-000802,Queens,412,40.704205999999999,-73.797736,A - Link Live,141538,162-02 Jamaica Ave,345 N,NY-QN,qu-12-141538,2/3/17,12/20/2016,"(40.704205999999999, -73.797736)"
LINK-000804,Queens,412,40.704607000000003,-73.796798999999993,A - Link Live,141541,163-02 Jamaica Ave,345 N,NY-QN,qu-12-141541,9/23/16,08/27/2016,"(40.704607000000003, -73.796798999999993)"
LINK-000805,Queens,412,40.704681999999998,-73.796616999999998,A - Link Live,138095,163-06 Jamaica Ave,336 NW,NY-QN,qu-12-138095,10/7/16,08/27/2016,"(40.704681999999998, -73.796616999999998)"
LINK-000824,Manhattan,108,40.762092000000003,-73.965806000000001,A - Link Live,121741,1011 3 AVENUE,122SE,NY-MN,mn-08-121741,3/29/16,02/27/2016,"(40.762092000000003, -73.965806000000001)"
LINK-000825,Manhattan,108,40.762895999999998,-73.965442999999993,A - Link Live,134750,1031 3 AVENUE,295 NW,NY-MN,mn-08-134750,3/29/16,03/05/2016,"(40.762895999999998, -73.965442999999993)"
LINK-000826,Manhattan,108,40.763036999999997,-73.965653000000003,A - Link Live,136989,1030 3 AVENUE,115 SE,NY-MN,mn-08-136989,3/29/16,02/27/2016,"(40.763036999999997, -73.965653000000003)"
LINK-000834,Manhattan,108,40.767308999999997,-73.962530000000001,A - Link Live,120986,1172 3 AVENUE,74 E,NY-MN,mn-08-120986,4/15/16,03/19/2016,"(40.767308999999997, -73.962530000000001)"
LINK-000835,Manhattan,108,40.767231000000002,-73.962305000000001,A - Link Live,120988,1175 3 AVENUE,308 NW,NY-MN,mn-08-120988,3/30/16,02/27/2016,"(40.767231000000002, -73.962305000000001)"
LINK-000836,Manhattan,108,40.767654999999998,-73.961971000000005,A - Link Live,120983,1175 3 AVENUE,298 NW,NY-MN,mn-08-120983,3/29/16,02/27/2016,"(40.767654999999998, -73.961971000000005)"
LINK-000837,Manhattan,108,40.767853000000002,-73.962255999999996,A - Link Live,120985,1180 3 AVENUE,27 NE,NY-MN,mn-08-120985,3/29/16,02/27/2016,"(40.767853000000002, -73.962255999999996)"
LINK-000838,Manhattan,108,40.769098,-73.961326999999997,A - Link Live,120994,176 E 71 ST,18 N,NY-MN,mn-08-120994,11/8/16,10/15/2016,"(40.769098, -73.961326999999997)"
LINK-000839,Manhattan,108,40.768943,-73.960952000000006,A - Link Live,120995,200 E 71 ST,12 N,NY-MN,mn-08-120995,3/29/16,03/05/2016,"(40.768943, -73.960952000000006)"
LINK-000842,Manhattan,108,40.770544999999998,-73.960254000000006,A - Link Live,120990,1270 3 AVENUE,186 S,NY-MN,mn-08-120990,3/29/16,03/05/2016,"(40.770544999999998, -73.960254000000006)"
LINK-000843,Manhattan,108,40.770456000000003,-73.959928000000005,A - Link Live,120991,1271 E 75ST,22 NE,NY-MN,mn-08-120991,3/29/16,03/05/2016,"(40.770456000000003, -73.959928000000005)"
LINK-000845,Manhattan,108,40.770946000000002,-73.959496000000001,A - Link Live,121002,200 E 74 ST,14 N,NY-MN,mn-08-121002,11/7/16,10/01/2016,"(40.770946000000002, -73.959496000000001)"
LINK-000849,Manhattan,108,40.772143999999997,-73.958697000000001,A - Link Live,128748,1325 3 AVENUE,289 W,NY-MN,mn-08-128748,3/24/16,03/05/2016,"(40.772143999999997, -73.958697000000001)"
LINK-000850,Manhattan,108,40.772356000000002,-73.958535999999995,A - Link Live,120998,1329 3 AVENUE,311 NW,NY-MN,mn-08-120998,3/24/16,03/05/2016,"(40.772356000000002, -73.958535999999995)"
LINK-000851,Manhattan,108,40.772365000000001,-73.958948000000007,A - Link Live,120999,1328 3 AVENUE,8 N,NY-MN,mn-08-120999,3/24/16,03/05/2016,"(40.772365000000001, -73.958948000000007)"
LINK-000852,Manhattan,108,40.772478,-73.958769000000004,A - Link Live,134742,1330 3 AVENUE,98 E,NY-MN,mn-08-134742,3/24/16,03/05/2016,"(40.772478, -73.958769000000004)"
LINK-000853,Manhattan,108,40.773003000000003,-73.958473999999995,A - Link Live,120997,176 E 77ST,27 NE,NY-MN,mn-08-120997,3/24/16,02/15/2016,"(40.773003000000003, -73.958473999999995)"
LINK-000854,Manhattan,108,40.772824999999997,-73.958235000000002,A - Link Live,134739,1345 E 78ST,302 NW,NY-MN,mn-08-134739,5/16/16,04/16/2016,"(40.772824999999997, -73.958235000000002)"
LINK-000857,Manhattan,108,40.773727000000001,-73.957965000000002,A - Link Live,121004,1374 3 AVENUE,197 S,NY-MN,mn-08-121004,3/30/16,03/02/2016,"(40.773727000000001, -73.957965000000002)"
LINK-000858,Manhattan,108,40.774206999999997,-73.957498999999999,A - Link Live,121016,1388 3 AVENUE,112 E,NY-MN,mn-08-121016,3/30/16,03/02/2016,"(40.774206999999997, -73.957498999999999)"
LINK-000860,Manhattan,108,40.774349999999998,-73.957089999999994,A - Link Live,121005,201 E 79ST,191 S,NY-MN,mn-08-121005,3/30/16,02/26/2016,"(40.774349999999998, -73.957089999999994)"
LINK-000862,Manhattan,108,40.774855000000002,-73.956665000000001,A - Link Live,121015,1409 3 AVENUE,34 NE,NY-MN,mn-08-121015,3/30/16,02/15/2016,"(40.774855000000002, -73.956665000000001)"
LINK-000864,Manhattan,108,40.776367,-73.955933000000002,A - Link Live,121010,1450 3 AVENUE,125 SE,NY-MN,mn-08-121010,3/30/16,02/15/2016,"(40.776367, -73.955933000000002)"
LINK-000865,Manhattan,108,40.776833000000003,-73.955585999999997,A - Link Live,121023,1460 3 AVENUE,88 E,NY-MN,mn-08-121023,3/30/16,02/15/2016,"(40.776833000000003, -73.955585999999997)"
LINK-000867,Manhattan,108,40.77702,-73.955139000000003,A - Link Live,134740,1475 3 AVENUE,317 NW,NY-MN,mn-08-134740,3/30/16,03/02/2016,"(40.77702, -73.955139000000003)"
LINK-000868,Manhattan,108,40.777560999999999,-73.954751999999999,A - Link Live,121021,1495 3 AVENUE,327 NW,NY-MN,mn-08-121021,4/15/16,02/26/2016,"(40.777560999999999, -73.954751999999999)"
LINK-000869,Manhattan,108,40.777527999999997,-73.955152999999996,A - Link Live,121020,1488 3 AVENUE,8 N,NY-MN,mn-08-121020,3/24/16,02/26/2016,"(40.777527999999997, -73.955152999999996)"
LINK-000870,Manhattan,108,40.778272000000001,-73.954541000000006,A - Link Live,121017,1518 3 AVENUE,96 E,NY-MN,mn-08-121017,6/9/16,03/19/2016,"(40.778272000000001, -73.954541000000006)"
LINK-000871,Manhattan,108,40.778002999999998,-73.954427999999993,A - Link Live,121019,1505 3 AVENUE,309 NW,NY-MN,mn-08-121019,3/28/16,03/19/2016,"(40.778002999999998, -73.954427999999993)"
LINK-000877,Manhattan,108,40.778599999999997,-73.953990000000005,A - Link Live,107963,200 E 86ST,297 NW,NY-MN,mn-08-107963,3/30/16,02/26/2016,"(40.778599999999997, -73.953990000000005)"
LINK-000878,Manhattan,108,40.778602999999997,-73.953716999999997,A - Link Live,134748,200 E 86ST,20 N,NY-MN,mn-08-134748,4/15/16,02/22/2016,"(40.778602999999997, -73.953716999999997)"
LINK-000879,Manhattan,108,40.778792000000003,-73.953663000000006,A - Link Live,133368,1529 3 AVENUE,209 SW,NY-MN,mn-08-133368,5/5/16,04/23/2016,"(40.778792000000003, -73.953663000000006)"
LINK-000880,Manhattan,108,40.779038,-73.953980000000001,A - Link Live,119826,179 E 86ST,144 SE,NY-MN,mn-08-119826,3/23/16,03/05/2016,"(40.779038, -73.953980000000001)"
LINK-000882,Manhattan,108,40.779535000000003,-73.953715000000003,A - Link Live,119825,170 E 87ST,1 N,NY-MN,mn-08-119825,3/23/16,02/26/2016,"(40.779535000000003, -73.953715000000003)"
LINK-000885,Manhattan,108,40.779634999999999,-73.953536999999997,A - Link Live,138052,1550 3 AVENUE,94 E,NY-MN,mn-08-138052,3/23/16,02/22/2016,"(40.779634999999999, -73.953536999999997)"
LINK-000886,Manhattan,108,40.780782000000002,-73.952399999999997,A - Link Live,119822,1585 3 AVENUE,323 NW,NY-MN,mn-08-119822,3/28/16,03/19/2016,"(40.780782000000002, -73.952399999999997)"
LINK-000887,Manhattan,108,40.781503000000001,-73.952279000000004,A - Link Live,119821,181 E 90ST,301 NW,NY-MN,mn-08-119821,3/23/16,02/26/2016,"(40.781503000000001, -73.952279000000004)"
LINK-000888,Manhattan,108,40.782159,-73.951699000000005,A - Link Live,119833,1622 3 AVENUE,106 E,NY-MN,mn-08-119833,3/23/16,02/15/2016,"(40.782159, -73.951699000000005)"
LINK-000889,Manhattan,108,40.782767999999997,-73.951262999999997,A - Link Live,119832,1644 3 AVENUE,82 E,NY-MN,mn-08-119832,3/23/16,02/22/2016,"(40.782767999999997, -73.951262999999997)"
LINK-000890,Manhattan,108,40.783284999999999,-73.950552999999999,A - Link Live,119830,1675 3 AVENUE,289 W,NY-MN,mn-08-119830,7/15/16,07/01/2016,"(40.783284999999999, -73.950552999999999)"
LINK-000891,Manhattan,108,40.784663000000002,-73.949875000000006,A - Link Live,119829,1700 3 AVENUE,112 E,NY-MN,mn-08-119829,4/1/16,02/27/2016,"(40.784663000000002, -73.949875000000006)"
LINK-000892,Manhattan,111,40.785817999999999,-73.949032000000003,A - Link Live,120218,175 E 96 ST,91 E,NY-MN,mn-11-120218,3/23/16,03/05/2016,"(40.785817999999999, -73.949032000000003)"
LINK-000893,Manhattan,111,40.787309,-73.947944000000007,A - Link Live,107836,1786 3 AVENUE,71 E,NY-MN,mn-11-107836,4/27/16,04/16/2016,"(40.787309, -73.947944000000007)"
LINK-000896,Manhattan,111,40.789608000000001,-73.946262000000004,A - Link Live,120214,1888 3 AVENUE,101 E,NY-MN,mn-11-120214,3/28/16,03/19/2016,"(40.789608000000001, -73.946262000000004)"
LINK-000897,Manhattan,111,40.790401000000003,-73.945683000000002,A - Link Live,120226,1882 3 AVENUE,87 E,NY-MN,mn-11-120226,6/15/16,05/21/2016,"(40.790401000000003, -73.945683000000002)"
LINK-000898,Manhattan,111,40.790861999999997,-73.945347999999996,A - Link Live,120225,1896 3 AVENUE,111 E,NY-MN,mn-11-120225,6/15/16,05/21/2016,"(40.790861999999997, -73.945347999999996)"
LINK-000899,Manhattan,111,40.791482000000002,-73.944897999999995,A - Link Live,120224,1918 3 AVENUE,97 E,NY-MN,mn-11-120224,3/23/16,02/22/2016,"(40.791482000000002, -73.944897999999995)"
LINK-000900,Manhattan,111,40.791274999999999,-73.944220999999999,A - Link Live,132877,1915 3 AVENUE,39 NE,NY-MN,mn-11-132877,3/22/16,03/02/2016,"(40.791274999999999, -73.944220999999999)"
LINK-000901,Manhattan,111,40.792394000000002,-73.944231000000002,A - Link Live,143074,1950 3 AVENUE,104 E,NY-MN,mn-11-143074,3/22/16,03/05/2016,"(40.792394000000002, -73.944231000000002)"
LINK-000902,Manhattan,111,40.792292000000003,-73.943977000000004,A - Link Live,120222,1945 3 AVENUE,307 NW,NY-MN,mn-11-120222,6/15/16,05/20/2016,"(40.792292000000003, -73.943977000000004)"
LINK-000903,Manhattan,111,40.793008999999998,-73.943783999999994,A - Link Live,120221,1966 3 AVENUE,103 E,NY-MN,mn-11-120221,3/22/16,02/27/2016,"(40.793008999999998, -73.943783999999994)"
LINK-000904,Manhattan,111,40.794274000000001,-73.942860999999994,A - Link Live,120232,2004 3 AVENUE,133 SE,NY-MN,mn-11-120232,3/22/16,03/05/2016,"(40.794274000000001, -73.942860999999994)"
LINK-000905,Manhattan,111,40.794911999999997,-73.942397999999997,A - Link Live,107915,2022 3 AVENUE,97 E,NY-MN,mn-11-107915,7/20/16,07/02/2016,"(40.794911999999997, -73.942397999999997)"
LINK-000906,Manhattan,111,40.797302999999999,-73.940337,A - Link Live,120229,2105 3 AVENUE,289 W,NY-MN,mn-11-120229,3/22/16,02/22/2016,"(40.797302999999999, -73.940337)"
LINK-000907,Manhattan,111,40.797835999999997,-73.940258,A - Link Live,107218,2120 3 AVENUE,125 SE,NY-MN,mn-11-107218,3/22/16,03/05/2016,"(40.797835999999997, -73.940258)"
LINK-000908,Manhattan,111,40.797708999999998,-73.940034999999995,A - Link Live,116230,2119 3 AVENUE,308 NW,NY-MN,mn-11-116230,3/22/16,03/05/2016,"(40.797708999999998, -73.940034999999995)"
LINK-000909,Manhattan,111,40.798123726179497,-73.9399860684114,A - Link Live,120240,2126 3 AVENUE,204 SW,NY-MN,mn-11-120240,7/1/16,05/20/2016,"(40.798123726179497, -73.9399860684114)"
LINK-000911,Manhattan,111,40.801527999999998,-73.937248999999994,A - Link Live,137841,2239 3 AVENUE,311 NW,NY-MN,mn-11-137841,3/31/16,02/27/2016,"(40.801527999999998, -73.937248999999994)"
LINK-000912,Manhattan,111,40.801898999999999,-73.937290000000004,A - Link Live,120235,2246 3 AVENUE,100 E,NY-MN,mn-11-120235,4/11/16,02/22/2016,"(40.801898999999999, -73.937290000000004)"
LINK-000913,Manhattan,111,40.802663000000003,-73.936719999999994,A - Link Live,142952,2266 3 AVENUE,129 SE,NY-MN,mn-11-142952,3/30/16,03/02/2016,"(40.802663000000003, -73.936719999999994)"
LINK-000914,Manhattan,111,40.802869999999999,-73.936269999999993,A - Link Live,143437,2277 3 AVENUE,289 W,NY-MN,mn-11-143437,6/15/16,04/23/2016,"(40.802869999999999, -73.936269999999993)"
LINK-000915,Manhattan,111,40.803516999999999,-73.936109999999999,A - Link Live,143675,160 E 125 ST,126 SE,NY-MN,mn-11-143675,3/22/16,03/02/2016,"(40.803516999999999, -73.936109999999999)"
LINK-000916,Manhattan,111,40.803730999999999,-73.936138999999997,A - Link Live,144673,160 E 125 ST,25 NE,NY-MN,mn-11-144673,3/28/16,03/19/2016,"(40.803730999999999, -73.936138999999997)"
LINK-000918,Manhattan,108,40.765881,-73.963586000000006,A - Link Live,120980,1126 3 AVENUE,122 SE,NY-MN,mn-08-120980,4/22/16,03/19/2016,"(40.765881, -73.963586000000006)"
LINK-000919,Manhattan,107,40.769553999999999,-73.981831,A - Link Live,122843,1858 BROADWAY,18 N,NY-MN,mn-07-122843,9/30/16,04/30/2016,"(40.769553999999999, -73.981831)"
LINK-000920,Manhattan,107,40.769804999999998,-73.981919000000005,A - Link Live,133501,1860 BROADWAY,275 W,NY-MN,mn-07-133501,9/30/16,04/30/2016,"(40.769804999999998, -73.981919000000005)"
LINK-000922,Manhattan,107,40.769829000000001,-73.982482000000005,A - Link Live,133518,1855 BROADWAY,344 N,NY-MN,mn-07-133518,9/30/16,04/30/2016,"(40.769829000000001, -73.982482000000005)"
LINK-000926,Manhattan,107,40.774723000000002,-73.982000999999997,A - Link Live,121339,1992 BROADWAY,311 NW,NY-MN,mn-07-121339,7/19/16,04/19/2016,"(40.774723000000002, -73.982000999999997)"
LINK-000928,Manhattan,107,40.774894000000003,-73.982570999999993,A - Link Live,133488,1972 BROADWAY,199 S,NY-MN,mn-07-133488,7/19/16,04/16/2016,"(40.774894000000003, -73.982570999999993)"
LINK-000929,Manhattan,107,40.774757000000001,-73.982506999999998,A - Link Live,134275,1967 BROADWAY,15 N,NY-MN,mn-07-134275,7/19/16,04/16/2016,"(40.774757000000001, -73.982506999999998)"
LINK-000930,Manhattan,107,40.774645999999997,-73.982408000000007,A - Link Live,134274,1967 BROADWAY,77 E,NY-MN,mn-07-134274,7/19/16,04/16/2016,"(40.774645999999997, -73.982408000000007)"
LINK-000932,Manhattan,107,40.775390000000002,-73.981829000000005,A - Link Live,121337,2008 BROADWAY,224 SW,NY-MN,mn-07-121337,7/18/16,05/05/2016,"(40.775390000000002, -73.981829000000005)"
LINK-000936,Manhattan,107,40.776010999999997,-73.981950999999995,A - Link Live,108233,2018 BROADWAY,234 SW,NY-MN,mn-07-108233,12/14/16,09/22/2016,"(40.776010999999997, -73.981950999999995)"
LINK-000937,Manhattan,107,40.776311,-73.981936000000005,A - Link Live,121336,2020 BROADWAY,195 S,NY-MN,mn-07-121336,10/28/16,09/08/2016,"(40.776311, -73.981936000000005)"
LINK-000939,Manhattan,107,40.776474,-73.982428999999996,A - Link Live,133487,2029 BROADWAY,206 SW,NY-MN,mn-07-133487,7/19/16,04/26/2016,"(40.776474, -73.982428999999996)"
LINK-000942,Manhattan,107,40.777137000000003,-73.981898999999999,A - Link Live,121335,2040 BROADWAY,302 NW,NY-MN,mn-07-121335,7/19/16,04/19/2016,"(40.777137000000003, -73.981898999999999)"
LINK-000945,Manhattan,107,40.778607000000001,-73.98218,A - Link Live,108166,2077 BROADWAY,104 E,NY-MN,mn-07-108166,5/24/16,05/05/2016,"(40.778607000000001, -73.98218)"
LINK-000946,Manhattan,107,40.779099000000002,-73.982073999999997,A - Link Live,133403,2085 BROADWAY,80 E,NY-MN,mn-07-133403,5/16/16,04/22/2016,"(40.779099000000002, -73.982073999999997)"
LINK-000947,Manhattan,107,40.779330999999999,-73.981990999999994,A - Link Live,133410,2095 BROADWAY,75 E,NY-MN,mn-07-133410,4/27/16,03/29/2016,"(40.779330999999999, -73.981990999999994)"
LINK-000951,Manhattan,107,40.780321000000001,-73.981308999999996,A - Link Live,133408,2120 BROADWAY,318 NW,NY-MN,mn-07-133408,5/26/16,05/05/2016,"(40.780321000000001, -73.981308999999996)"
LINK-000952,Manhattan,107,40.780825,-73.981167999999997,A - Link Live,133406,2130 BROADWAY,307 NW,NY-MN,mn-07-133406,5/12/16,04/22/2016,"(40.780825, -73.981167999999997)"
LINK-000955,Manhattan,107,40.780993000000002,-73.981523999999993,A - Link Live,121315,2135 BROADWAY,101 E,NY-MN,mn-07-121315,5/12/16,04/06/2016,"(40.780993000000002, -73.981523999999993)"
LINK-000957,Manhattan,107,40.781474000000003,-73.980960999999994,A - Link Live,109544,2150 BROADWAY,284 W,NY-MN,mn-07-109544,5/26/16,04/06/2016,"(40.781474000000003, -73.980960999999994)"
LINK-000958,Manhattan,107,40.781694000000002,-73.980793000000006,A - Link Live,121223,2160 BROADWAY,240 SW,NY-MN,mn-07-121223,5/26/16,05/05/2016,"(40.781694000000002, -73.980793000000006)"
